timestamp,side,target_distance,current_distance,dist_error,pid_speed_output,target_yaw,current_yaw,yaw_correction_speed
51.74549627304077,4,0.6,0.7079553967876685,-0.10795539678766852,0.0042210397788049565,10.79,10.45,0.5548270118236536
51.776543855667114,4,0.6,0.7078959948853835,-0.10789599488538348,0.0031068524233248004,10.79,10.44,0.7289568109169917
51.807581186294556,4,0.6,0.7078959948853835,-0.10789599488538348,0.0021501036352436775,10.79,10.44,0.5689999837875357
51.83816576004028,4,0.6,0.7078043045992669,-0.10780430459926693,0.002013715009998313,10.79,10.44,0.5700704438686361
51.86977672576904,4,0.6,0.7077659372134407,-0.10776593721344074,0.0010954634512373067,10.79,10.44,0.5711768276691428
51.900593280792236,4,0.6,0.7077350582224252,-0.10773505822242524,0.0004244053933019433,10.79,10.45,0.3979741379427234
51.931833028793335,4,0.6,0.7077373930270145,-0.10773739302701457,-0.00041211489997025467,10.79,10.44,0.733370489180147
51.96210956573486,4,0.6,0.7075928212713369,-0.10759282127133696,-0.00022049796121725277,10.79,10.44,0.5743776605129234
51.99339199066162,4,0.6,0.7075432212932949,-0.10754322129329497,-0.0013320838084826339,10.79,10.45,0.40360710650656206
52.02577209472656,4,0.6,0.7074519937130648,-0.1074519937130648,-0.0017371959586513028,10.79,10.45,0.5645100777149195
52.0558660030365,4,0.6,0.7074211147220493,-0.1074211147220493,-0.0026654012450582896,10.79,10.44,0.7386877960222645
52.086981534957886,4,0.6,0.7074772564079723,-0.10747725640797234,-0.003799031841696168,10.79,10.45,0.40596289388579176
52.117732763290405,4,0.6,0.7076161905923851,-0.10761619059238514,-0.004979101185995437,10.79,10.46,0.39307400525768765
52.148760080337524,4,0.6,0.7077130344687232,-0.10771303446872327,-0.00551547176131695,10.79,10.45,0.7298723845416568
52.17947959899902,4,0.6,0.7077387598695172,-0.1077387598695172,-0.005855416089884455,10.79,10.45,0.5697685286998743
52.21068358421326,4,0.6,0.7077233203740095,-0.10772332037400956,-0.006315510732233447,10.79,10.45,0.5708294641971582
52.242265939712524,4,0.6,0.7076784112803025,-0.10767841128030253,-0.006820654718509061,10.79,10.44,0.7422510938275866
52.273573875427246,4,0.6,0.7076016977838071,-0.10760169778380713,-0.007278793125372955,10.79,10.45,0.41329539839430884
52.30439209938049,4,0.6,0.7075380889782301,-0.10753808897823014,-0.007948676083752146,10.79,10.45,0.5740471360683435
52.335076332092285,4,0.6,0.7074983334747447,-0.10749833347474469,-0.008691827469762062,10.79,10.46,0.40010957627508215
52.36632227897644,4,0.6,0.7074253641756545,-0.10742536417565451,-0.0091488203510417,10.79,10.45,0.7361428325869154
52.39631628990173,4,0.6,0.7073481879732725,-0.1073481879732725,-0.009695379939936225,10.79,10.45,0.5771418743133538
52.42794990539551,4,0.6,0.707411334072963,-0.107411334072963,-0.011110842271681872,10.79,10.45,0.5782174172401422
52.45903253555298,4,0.6,0.7074225666651789,-0.10742256666517891,-0.011542404671942817,10.79,10.45,0.5792742266654962
52.48990488052368,4,0.6,0.70741928517366,-0.10741928517366006,-0.012132885919307354,10.79,10.45,0.5803238863945002
52.521849393844604,4,0.6,0.7075081566741444,-0.10750815667414437,-0.013324094862940346,10.79,10.46,0.412856653684626
52.552756786346436,4,0.6,0.7075764563640563,-0.10757645636405633,-0.013957880003780803,10.79,10.45,0.7442025017730957
52.58355188369751,4,0.6,0.7075764563640563,-0.10757645636405633,-0.014288972901638039,10.79,10.45,0.5834759399890894
52.61464881896973,4,0.6,0.7075820726601643,-0.10758207266016429,-0.014989651403066169,10.79,10.46,0.4117145899762534
52.64517283439636,4,0.6,0.7076054632563691,-0.1076054632563691,-0.01575312834177685,10.79,10.45,0.7493454026660663
52.676289558410645,4,0.6,0.707681714046978,-0.10768171404697802,-0.01673689562266166,10.79,10.47,0.24116509911067585
52.7072274684906,4,0.6,0.7076798419482753,-0.10767984194827529,-0.017025027650210328,10.79,10.45,0.9108156182979892
52.73842263221741,4,0.6,0.7076162118675418,-0.10761621186754178,-0.017348660100921714,10.79,10.48,0.07171086380097802
52.76984190940857,4,0.6,0.7076162118675418,-0.10761621186754178,-0.018330866095464776,10.79,10.45,1.0670367958415743
52.80138182640076,4,0.6,0.7075900237608612,-0.10759002376086124,-0.018864044251213217,10.79,10.48,0.07901281399752552
52.83180499076843,4,0.6,0.7075175171676577,-0.10751751716765767,-0.019227300645900752,10.79,10.45,1.0846803690837143
52.8623526096344,4,0.6,0.7073790456891312,-0.10737904568913126,-0.019450102998562424,10.79,10.46,0.4169642028227181
52.893693685531616,4,0.6,0.7068368763482848,-0.10683687634828487,-0.017771139415889634,10.79,10.47,0.410110949375195
52.92355179786682,4,0.6,0.7067087120502016,-0.1067087120502016,-0.02025681573425355,10.79,10.47,0.5706014554500558
52.95386719703674,4,0.6,0.7065000900582175,-0.10650009005821748,-0.02034724588317671,10.79,10.48,0.39460855382596294
52.98521876335144,4,0.6,0.7063560235587397,-0.10635602355873974,-0.02124185683304269,10.79,10.48,0.5605131313800792
53.016698122024536,4,0.6,0.7057806616974454,-0.10578066169744538,-0.01939521286566345,10.79,10.51,0.048891834426314784
53.046632289886475,4,0.6,0.7055626792119479,-0.10556267921194795,-0.021502118586046885,10.79,10.55,-0.1900198469509426
53.07792830467224,4,0.6,0.7050092985540424,-0.1050092985540424,-0.0201566762825195,10.79,10.55,0.47886407780647045
53.10855746269226,4,0.6,0.7050092985540424,-0.1050092985540424,-0.02345226724781025,10.79,10.56,0.30432540617982673
53.13884878158569,4,0.6,0.7042594539081415,-0.10425945390814151,-0.019770856755596963,10.79,10.57,0.29117116417672645
53.170644760131836,4,0.6,0.7038885071355396,-0.10388850713553965,-0.022097942504994396,10.79,10.57,0.45693446898460205
53.20143532752991,4,0.6,0.703265417394906,-0.10326541739490602,-0.020949903524790925,10.79,10.58,0.2831936768854854
53.2330482006073,4,0.6,0.7029426612075299,-0.10294266120752993,-0.022846572172754147,10.79,10.58,0.446244941234587
53.26358604431152,4,0.6,0.7023551413422469,-0.10235514134224688,-0.021647282727947234,10.79,10.58,0.44688623595237575
53.293625831604004,4,0.6,0.7021114334559553,-0.1021114334559553,-0.023734733324305177,10.79,10.59,0.2690411127801682
53.325711727142334,4,0.6,0.7014368929137338,-0.10143689291373381,-0.021790033618003163,10.79,10.59,0.4361091086864458
53.356149435043335,4,0.6,0.7010818483425261,-0.10108184834252609,-0.02369919320844207,10.79,10.58,0.6079044786718898
53.38645815849304,4,0.6,0.7003142506716851,-0.10031425067168509,-0.021589306138661096,10.79,10.58,0.44940540671348417
53.418498516082764,4,0.6,0.700160823678694,-0.10016082367869406,-0.02518901387428777,10.79,10.59,0.2819930241966385
53.44826579093933,4,0.6,0.6999648223965852,-0.09996482239658522,-0.02535796381485061,10.79,10.59,0.4386415593624101
53.47946882247925,4,0.6,0.6998511509070799,-0.09985115090707997,-0.026331382146620782,10.79,10.58,0.6115376635214018
53.510292291641235,4,0.6,0.699574229225184,-0.099574229225184,-0.02592251619926534,10.79,10.58,0.4519441158771499
53.5418176651001,4,0.6,0.699407234835388,-0.09940723483538805,-0.026968737069650132,10.79,10.57,0.6232400775358059
53.57264161109924,4,0.6,0.6991953313518849,-0.09919533135188496,-0.02717410817433521,10.79,10.59,0.11683105675303457
53.60280108451843,4,0.6,0.6985334327946955,-0.09853343279469551,-0.024978135109587227,10.79,10.57,0.7974884372509852
53.63383626937866,4,0.6,0.6980764120320848,-0.09807641203208484,-0.02630439197314442,10.79,10.58,0.2934619339777712
53.665194034576416,4,0.6,0.6971562702297124,-0.0971562702297124,-0.023984980815422892,10.79,10.59,0.2837464172366869
53.695641040802,4,0.6,0.6966552657851678,-0.09665526578516781,-0.02610600722500154,10.79,10.56,0.9725561113300961
53.72673225402832,4,0.6,0.6951391690357721,-0.09513916903577213,-0.020638542815298262,10.79,10.54,0.8263083977195984
53.75700879096985,4,0.6,0.6947111551654742,-0.09471115516547424,-0.026063544596641352,10.79,10.52,0.8597803487543677
53.787468910217285,4,0.6,0.6937246070470493,-0.09372460704704932,-0.023107572788825876,10.79,10.54,0.17795496275569322
53.818485260009766,4,0.6,0.6937246070470493,-0.09372460704704932,-0.028547200273018776,10.79,10.54,0.5070284953117365
53.84890866279602,4,0.6,0.6924485165368531,-0.09244851653685315,-0.021797191823903408,10.79,10.56,0.15503390341632012
53.880085945129395,4,0.6,0.6924485165368531,-0.09244851653685315,-0.028665306256254547,10.79,10.56,0.4844453110694864
53.911195516586304,4,0.6,0.6911200710884524,-0.09112007108845244,-0.021764169337331513,10.79,10.57,0.31240748196281
53.942676305770874,4,0.6,0.690850637801367,-0.09085063780136704,-0.02724215589619541,10.79,10.57,0.47382229900359923
53.97410750389099,4,0.6,0.6903037775761857,-0.09030377757618568,-0.02604634090693818,10.79,10.56,0.6456228304932425
54.00528573989868,4,0.6,0.6903037775761857,-0.09030377757618568,-0.029219239998168937,10.79,10.56,0.48726231598853853
54.03562569618225,4,0.6,0.6899852070169448,-0.08998520701694479,-0.02793540796591927,10.79,10.55,0.6647896576826511
54.06675481796265,4,0.6,0.6898439380279429,-0.08984393802794288,-0.029276026127832207,10.79,10.55,0.5007375738620734
