timestamp,side,target_distance,current_distance,dist_error,pid_speed_output
0.0009975433349609375,1,0.6,0.0,0.6,0.0
0.03155398368835449,1,0.6,-9.543364315768522e-06,0.6000095433643158,0.8
0.06235909461975098,1,0.6,8.933112821657202e-07,0.5999991066887178,0.18180275914901795
0.09317684173583984,1,0.6,1.0436675597934242e-05,0.599989563324402,0.18273023763693666
0.12481236457824707,1,0.6,1.0436675597934242e-05,0.599989563324402,0.1837412210250725
0.15476298332214355,1,0.6,0.0003605340297288154,0.5996394659702712,0.18219633994248052
0.1848769187927246,1,0.6,0.001164365778540783,0.5988356342214592,0.17985608271116366
0.21568894386291504,1,0.6,0.004986359925392087,0.5950136400746079,0.16015630835919287
0.24655938148498535,1,0.6,0.008261136252821981,0.591738863747178,0.16367943420928577
0.27716588973999023,1,0.6,0.0172735936847602,0.5827264063152398,0.12419129430896036
0.30831360816955566,1,0.6,0.028925932723300653,0.5710740672766993,0.10565754412659575
0.3392972946166992,1,0.6,0.041562206929664454,0.5584377930703355,0.0959843669635916
0.3701136112213135,1,0.6,0.047601538851295686,0.5523984611487043,0.137395308906172
0.40137553215026855,1,0.6,0.05310721621859102,0.5468927837814089,0.140571229715127
0.4323000907897949,1,0.6,0.06187053340310206,0.5381294665968979,0.117321748880759
0.4632999897003174,1,0.6,0.0648769191586202,0.5351230808413798,0.1545286260149848
0.4941740036010742,1,0.6,0.06844112300501075,0.5315588769949893,0.15058733549556835
0.5243885517120361,1,0.6,0.06916682121673222,0.5308331787832677,0.1694566334298071
0.5547447204589844,1,0.6,0.06922408140262684,0.5307759185973732,0.17467145024714326
0.5854165554046631,1,0.6,0.06891215750575902,0.5310878424942409,0.1779906985334196
0.6160862445831299,1,0.6,0.06944910224543552,0.5305508977545644,0.17310779475185642
0.647240400314331,1,0.6,0.07074914480674946,0.5292508551932505,0.16869779926381281
0.6777851581573486,1,0.6,0.0757195445929976,0.5242804554070024,0.14380822299287566
0.7086279392242432,1,0.6,0.07950844209049077,0.5204915579095092,0.1514501466030814
0.7401840686798096,1,0.6,0.08402600079333997,0.51597399920666,0.14684619664533208
0.7714254856109619,1,0.6,0.09487243840071606,0.505127561599284,0.10357693205838099
0.8023097515106201,1,0.6,0.10062055618082233,0.49937944381917765,0.134836317163064
0.8333306312561035,1,0.6,0.1121834316953922,0.4878165683046078,0.0947986941988521
0.8647201061248779,1,0.6,0.11754835547200945,0.4824516445279905,0.13431245040108375
0.8958542346954346,1,0.6,0.12635459572998248,0.4736454042700175,0.11002116055030547
0.9262039661407471,1,0.6,0.12962563521643067,0.4703743647835693,0.14476768669024342
0.9574415683746338,1,0.6,0.13383707654574614,0.4661629234542538,0.1388240634266755
0.9885106086730957,1,0.6,0.13488736860813877,0.4651126313918612,0.15943440751640475
1.0190351009368896,1,0.6,0.13534512290358963,0.46465487709641035,0.1637680102170608
1.0500154495239258,1,0.6,0.13475989522275816,0.4652401047772418,0.17144156001358474
1.080871820449829,1,0.6,0.1347276918846822,0.4652723081153178,0.16859972489199243
1.111734390258789,1,0.6,0.13763746762597245,0.4623625323740275,0.14937520515231903
1.142618179321289,1,0.6,0.13995693887852628,0.4600430611214737,0.15322545954122002
1.1729252338409424,1,0.6,0.1469975060740481,0.4530024939259519,0.12035881364472256
1.203791618347168,1,0.6,0.1469975060740481,0.4530024939259519,0.1675195145357638
1.2354190349578857,1,0.6,0.15670211841270856,0.44329788158729144,0.10394079615160884
1.2658567428588867,1,0.6,0.16206062541449762,0.43793937458550236,0.12915842883731044
1.2975633144378662,1,0.6,0.1731421933485743,0.4268578066514257,0.0918195658071848
1.3286187648773193,1,0.6,0.17831864671293463,0.42168135328706535,0.1274853264074798
1.3587443828582764,1,0.6,0.1875407309681137,0.4124592690318863,0.09745262387234244
1.390077829360962,1,0.6,0.19691132555572227,0.4030886744442777,0.09515813372944623
1.419379711151123,1,0.6,0.19853417534514303,0.4014658246548569,0.1458060861745963
1.450690507888794,1,0.6,0.19951632389040205,0.4004836761095979,0.15065720371611324
1.481985330581665,1,0.6,0.19998033136482807,0.4000196686351719,0.15445207974496072
1.5132873058319092,1,0.6,0.20001683766346182,0.3999831623365382,0.15779928313710767
1.545727014541626,1,0.6,0.19988920068222815,0.4001107993177718,0.15950671865564192
1.5762920379638672,1,0.6,0.20034902466003138,0.39965097533996863,0.15618379572349103
1.6078219413757324,1,0.6,0.20136873641105935,0.39863126358894063,0.1530469271510022
1.637807846069336,1,0.6,0.20541911691807696,0.394580883081923,0.13187639653979077
1.6703908443450928,1,0.6,0.20860978958922932,0.39139021041077066,0.13838973568006252
1.6998965740203857,1,0.6,0.2170286523470905,0.38297134765290947,0.10129929130814844
1.730464220046997,1,0.6,0.22216425232034123,0.3778357476796588,0.12204625444085031
1.7617697715759277,1,0.6,0.23293746960267878,0.3670625303973212,0.08416414274920135
1.7923610210418701,1,0.6,0.24340233623327717,0.3565976637667228,0.08197897677275263
1.8244194984436035,1,0.6,0.24805825165274603,0.35194174834725395,0.12051733263061337
