timestamp,tof1,tof2,tof3,tof4
2025-07-16 17:12:13.172601,0,0,0,0
2025-07-16 17:12:13.372851,244,0,0,0
2025-07-16 17:12:13.571739,244,0,0,0
2025-07-16 17:12:13.772082,243,0,0,0
2025-07-16 17:12:13.972430,244,0,0,0
2025-07-16 17:12:14.172362,245,0,0,0
2025-07-16 17:12:14.372084,244,0,0,0
2025-07-16 17:12:14.573325,248,0,0,0
2025-07-16 17:12:14.772647,251,0,0,0
2025-07-16 17:12:14.972354,253,0,0,0
2025-07-16 17:12:15.172031,255,0,0,0
2025-07-16 17:12:15.372545,260,0,0,0
2025-07-16 17:12:15.572307,262,0,0,0
2025-07-16 17:12:15.772063,266,0,0,0
2025-07-16 17:12:15.972079,273,0,0,0
2025-07-16 17:12:16.171680,278,0,0,0
2025-07-16 17:12:16.372330,284,0,0,0
2025-07-16 17:12:16.572791,290,0,0,0
2025-07-16 17:12:16.772335,298,0,0,0
2025-07-16 17:12:16.972465,308,0,0,0
2025-07-16 17:12:17.171969,314,0,0,0
2025-07-16 17:12:17.372580,318,0,0,0
2025-07-16 17:12:17.572323,330,0,0,0
2025-07-16 17:12:17.771975,343,0,0,0
2025-07-16 17:12:17.973070,363,0,0,0
2025-07-16 17:12:18.172027,376,0,0,0
2025-07-16 17:12:18.371968,382,0,0,0
2025-07-16 17:12:18.573082,370,0,0,0
2025-07-16 17:12:18.772320,353,0,0,0
2025-07-16 17:12:18.971852,340,0,0,0
2025-07-16 17:12:19.175138,328,0,0,0
2025-07-16 17:12:19.372008,318,0,0,0
2025-07-16 17:12:19.571771,309,0,0,0
2025-07-16 17:12:19.772278,298,0,0,0
2025-07-16 17:12:19.972130,290,0,0,0
2025-07-16 17:12:20.172118,281,0,0,0
2025-07-16 17:12:20.372168,280,0,0,0
2025-07-16 17:12:20.572758,272,0,0,0
2025-07-16 17:12:20.771961,265,0,0,0
2025-07-16 17:12:20.972637,262,0,0,0
2025-07-16 17:12:21.172949,261,0,0,0
2025-07-16 17:12:21.372170,255,0,0,0
2025-07-16 17:12:21.572520,252,0,0,0
2025-07-16 17:12:21.772889,249,0,0,0
2025-07-16 17:12:21.971816,245,0,0,0
2025-07-16 17:12:22.192049,246,0,0,0
2025-07-16 17:12:22.392284,246,0,0,0
2025-07-16 17:12:22.592086,247,0,0,0
2025-07-16 17:12:22.791800,248,0,0,0
