timestamp,tof1,tof2,tof3,tof4
2025-07-23 10:32:19.204715,484,0,0,0
2025-07-23 10:32:19.258780,485,0,0,0
2025-07-23 10:32:19.298736,485,0,0,0
2025-07-23 10:32:19.359079,485,0,0,0
2025-07-23 10:32:19.399594,485,0,0,0
2025-07-23 10:32:19.459289,484,0,0,0
2025-07-23 10:32:19.505799,484,0,0,0
2025-07-23 10:32:19.559282,484,0,0,0
2025-07-23 10:32:19.600956,485,0,0,0
2025-07-23 10:32:19.659881,484,0,0,0
2025-07-23 10:32:19.720221,485,0,0,0
2025-07-23 10:32:19.779412,485,0,0,0
2025-07-23 10:32:19.820282,485,0,0,0
2025-07-23 10:32:19.879927,484,0,0,0
2025-07-23 10:32:19.919026,484,0,0,0
2025-07-23 10:32:19.979574,484,0,0,0
2025-07-23 10:32:20.020147,485,0,0,0
2025-07-23 10:32:20.079866,486,0,0,0
2025-07-23 10:32:20.120026,485,0,0,0
2025-07-23 10:32:20.180915,485,0,0,0
2025-07-23 10:32:20.219284,484,0,0,0
2025-07-23 10:32:20.279611,485,0,0,0
2025-07-23 10:32:20.320643,486,0,0,0
2025-07-23 10:32:20.380023,484,0,0,0
2025-07-23 10:32:20.419683,485,0,0,0
2025-07-23 10:32:20.479107,484,0,0,0
2025-07-23 10:32:20.539979,485,0,0,0
2025-07-23 10:32:20.579309,485,0,0,0
2025-07-23 10:32:20.639734,483,0,0,0
2025-07-23 10:32:20.679700,483,0,0,0
2025-07-23 10:32:20.740328,485,0,0,0
2025-07-23 10:32:20.780337,484,0,0,0
2025-07-23 10:32:20.857341,484,0,0,0
2025-07-23 10:32:20.880767,484,0,0,0
2025-07-23 10:32:20.940010,483,0,0,0
2025-07-23 10:32:20.986629,483,0,0,0
2025-07-23 10:32:21.039863,485,0,0,0
2025-07-23 10:32:21.079887,485,0,0,0
2025-07-23 10:32:21.141171,483,0,0,0
2025-07-23 10:32:21.181493,483,0,0,0
2025-07-23 10:32:21.239689,484,0,0,0
2025-07-23 10:32:21.280270,484,0,0,0
2025-07-23 10:32:21.340334,485,0,0,0
2025-07-23 10:32:21.400113,486,0,0,0
2025-07-23 10:32:21.439728,485,0,0,0
2025-07-23 10:32:21.479598,485,0,0,0
