timestamp,tof1,tof2,tof3,tof4
2025-07-30 10:04:48.528807,0,0,0,0
2025-07-30 10:04:48.528807,0,0,0,0
2025-07-30 10:04:48.567588,698,0,0,0
2025-07-30 10:04:48.611805,710,0,0,0
2025-07-30 10:04:48.667937,715,0,0,0
2025-07-30 10:04:48.707425,718,0,0,0
2025-07-30 10:04:48.768323,720,0,0,0
2025-07-30 10:04:48.808613,712,0,0,0
2025-07-30 10:04:48.868248,715,0,0,0
2025-07-30 10:04:48.907035,712,0,0,0
2025-07-30 10:04:48.983197,715,0,0,0
2025-07-30 10:04:49.007420,716,0,0,0
2025-07-30 10:04:49.068412,715,0,0,0
2025-07-30 10:04:49.108656,718,0,0,0
2025-07-30 10:04:49.168461,717,0,0,0
2025-07-30 10:04:49.228401,717,0,0,0
2025-07-30 10:04:49.267279,719,0,0,0
2025-07-30 10:04:49.327419,718,0,0,0
2025-07-30 10:04:49.368621,718,0,0,0
2025-07-30 10:04:49.427669,718,0,0,0
2025-07-30 10:04:49.487779,717,0,0,0
2025-07-30 10:04:49.547265,719,0,0,0
2025-07-30 10:04:49.587666,718,0,0,0
2025-07-30 10:04:49.627964,716,0,0,0
2025-07-30 10:04:49.689192,709,0,0,0
2025-07-30 10:04:49.746978,694,0,0,0
2025-07-30 10:04:49.787106,694,0,0,0
2025-07-30 10:04:49.848783,657,0,0,0
2025-07-30 10:04:49.887355,640,0,0,0
2025-07-30 10:04:49.926884,625,0,0,0
2025-07-30 10:04:49.987676,614,0,0,0
2025-07-30 10:04:50.047385,605,0,0,0
2025-07-30 10:04:50.087271,598,0,0,0
2025-07-30 10:04:50.147379,589,0,0,0
2025-07-30 10:04:50.187626,578,0,0,0
2025-07-30 10:04:50.248127,565,0,0,0
2025-07-30 10:04:50.287215,584,0,0,0
2025-07-30 10:04:50.351165,551,0,0,0
2025-07-30 10:04:50.386687,530,0,0,0
2025-07-30 10:04:50.446959,513,0,0,0
2025-07-30 10:04:50.509353,500,0,0,0
2025-07-30 10:04:50.546947,488,0,0,0
2025-07-30 10:04:50.608752,477,0,0,0
2025-07-30 10:04:50.650653,464,0,0,0
2025-07-30 10:04:50.708507,452,0,0,0
2025-07-30 10:04:50.747272,438,0,0,0
2025-07-30 10:04:50.807596,425,0,0,0
2025-07-30 10:04:50.870325,409,0,0,0
2025-07-30 10:04:50.908472,395,0,0,0
2025-07-30 10:04:50.948263,383,0,0,0
2025-07-30 10:04:51.008324,371,0,0,0
2025-07-30 10:04:51.048229,358,0,0,0
2025-07-30 10:04:51.107362,347,0,0,0
2025-07-30 10:04:51.147062,335,0,0,0
2025-07-30 10:04:51.208657,324,0,0,0
2025-07-30 10:04:51.268732,310,0,0,0
2025-07-30 10:04:51.308225,297,0,0,0
2025-07-30 10:04:51.368605,289,0,0,0
2025-07-30 10:04:51.431484,287,0,0,0
2025-07-30 10:04:51.467731,285,0,0,0
2025-07-30 10:04:51.509081,286,0,0,0
2025-07-30 10:04:51.566815,287,0,0,0
2025-07-30 10:04:51.631963,286,0,0,0
2025-07-30 10:04:51.668061,287,0,0,0
2025-07-30 10:04:51.727674,287,0,0,0
2025-07-30 10:04:51.767500,287,0,0,0
2025-07-30 10:04:51.828059,288,0,0,0
2025-07-30 10:04:51.867870,287,0,0,0
2025-07-30 10:04:51.930108,287,0,0,0
2025-07-30 10:04:51.966761,287,0,0,0
2025-07-30 10:04:52.032089,287,0,0,0
2025-07-30 10:04:52.067106,287,0,0,0
2025-07-30 10:04:52.128224,287,0,0,0
2025-07-30 10:04:52.167228,287,0,0,0
2025-07-30 10:04:52.226937,287,0,0,0
2025-07-30 10:04:52.267727,287,0,0,0
2025-07-30 10:04:52.327678,287,0,0,0
2025-07-30 10:04:52.367165,287,0,0,0
2025-07-30 10:04:52.427308,288,0,0,0
2025-07-30 10:04:52.467480,287,0,0,0
2025-07-30 10:04:52.527960,287,0,0,0
2025-07-30 10:04:52.566998,287,0,0,0
2025-07-30 10:04:52.660288,287,0,0,0
2025-07-30 10:04:52.667180,287,0,0,0
2025-07-30 10:04:52.728184,287,0,0,0
2025-07-30 10:04:52.787053,287,0,0,0
2025-07-30 10:04:52.827993,287,0,0,0
2025-07-30 10:04:52.887529,287,0,0,0
2025-07-30 10:04:52.927435,288,0,0,0
2025-07-30 10:04:52.987222,287,0,0,0
2025-07-30 10:04:53.050247,288,0,0,0
2025-07-30 10:04:53.087702,288,0,0,0
2025-07-30 10:04:53.148410,289,0,0,0
