Timestamp,Pos_x (m),Pos_y (m),Pos_z (m)
2025-07-08 11:03:47.292446,-0.03239,0.00626,0.0
2025-07-08 11:03:47.392239,-0.03225,0.00506,0.0
2025-07-08 11:03:47.493109,-0.03227,0.00394,0.0
2025-07-08 11:03:47.591061,-0.03191,0.00258,0.0
2025-07-08 11:03:47.692354,-0.03049,0.00252,0.0
2025-07-08 11:03:47.797899,-0.02928,0.00254,0.0
2025-07-08 11:03:47.893021,-0.02808,0.00246,0.0
2025-07-08 11:03:47.995115,-0.02762,0.00223,0.0
2025-07-08 11:03:48.091276,-0.02648,0.00483,0.0
2025-07-08 11:03:48.192584,-0.02571,0.00559,0.0
2025-07-08 11:03:48.291270,-0.02591,0.00575,0.0
2025-07-08 11:03:48.393308,-0.02641,0.00519,0.0
2025-07-08 11:03:48.491283,-0.02656,0.0049,0.0
2025-07-08 11:03:48.592979,-0.02668,0.00461,0.0
2025-07-08 11:03:48.691336,-0.02695,0.00408,0.0
2025-07-08 11:03:48.792829,-0.02719,0.00368,0.0
2025-07-08 11:03:48.891324,-0.02744,0.0034,0.0
2025-07-08 11:03:48.992323,-0.02771,0.0031,0.0
2025-07-08 11:03:49.092256,-0.02794,0.00294,0.0
