Timestamp,Static_Flag,Chassis_Power_State,Error_Status
2025-07-03 21:46:33.286945,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:33.383681,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:33.480467,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:33.587807,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:33.686197,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:33.787124,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:33.884102,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:33.987008,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.083829,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.186547,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.287387,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.387018,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.483782,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.587733,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.686304,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.785384,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.887041,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:34.988097,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.083175,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.188274,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.281549,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.381633,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.487887,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.587926,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.684436,1,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.787141,1,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.884661,1,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:35.987643,1,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.087261,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.182875,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.287909,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.383641,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.486944,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.586283,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.683536,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.786393,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.887623,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:36.986615,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:37.083521,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:37.186746,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:37.287572,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:37.387778,0,0,0,0,0,0,0,0,0,0,0
2025-07-03 21:46:37.487675,0,0,0,0,0,0,0,0,0,0,0
