Timestamp,data
2025-07-08 11:03:32.131215,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.230537,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.330542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.431966,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.532119,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.634443,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.735070,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.830731,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:32.933254,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.032148,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.130585,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.231110,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.331795,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.435341,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.530985,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.631369,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.730534,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.829868,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:33.931455,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.030524,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.131182,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.231310,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.330378,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.432501,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.535095,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.652287,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.733166,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.831667,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:34.932395,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.032441,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.130525,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.230586,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.330349,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.431726,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.530724,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.631709,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.730853,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.831789,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:35.932580,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.030463,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.137000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.230812,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.333401,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.434343,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.531187,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.632799,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.730629,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.831865,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:36.934670,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.031323,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.131482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.232410,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.331204,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.431935,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.534681,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.633370,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.731092,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.832082,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:37.931846,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.030861,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.131794,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.230855,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.331615,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.431564,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.536695,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.631810,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.731793,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.832945,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:38.931924,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.034017,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.131850,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.232817,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.331611,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.436418,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.531533,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.632102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.732365,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.832331,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:39.931783,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.031949,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.151818,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.251533,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.353111,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.453060,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.554119,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.652543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.751863,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.852549,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:40.952575,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.052615,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.176289,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.271504,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.373203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.473391,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.572334,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.673553,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.771330,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.874657,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:41.971325,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.071982,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.171326,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.272698,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.371290,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.471377,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.572360,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.671974,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.779077,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.874811,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:42.971912,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.072390,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.171112,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.272615,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.373170,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.473579,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.574019,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.672918,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.772160,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.871956,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:43.985158,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.071436,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.173743,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.272290,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.372363,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.471345,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.574041,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.672278,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.772607,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.876409,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:44.972800,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.073302,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.193149,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.271856,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.374281,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.471163,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.572024,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.672133,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.772887,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.871863,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:45.973012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.070584,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.171849,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.270647,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.373134,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.470916,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.572397,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.672439,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.773013,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.871519,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:46.973342,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.071730,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.175064,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.270889,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.370728,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.471122,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.572807,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.671982,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.773441,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.875394,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:47.976962,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.073879,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.173265,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.272778,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.371178,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.472331,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.571800,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.672364,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.771324,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.878853,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025-07-08 11:03:48.971168,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
