Timestamp,Roll (deg),Pitch (deg),Yaw (deg)
2025-07-08 11:03:36.570645,93.22,-1.49,0.13
2025-07-08 11:03:36.669984,93.58,-1.51,0.08
2025-07-08 11:03:36.770094,100.55,-1.54,-0.09
2025-07-08 11:03:36.870894,107.33,-1.58,-0.29
2025-07-08 11:03:36.976921,114.64,-1.55,-0.56
2025-07-08 11:03:37.071204,122.18,-1.52,-0.78
2025-07-08 11:03:37.172475,129.86,-1.46,-1.01
2025-07-08 11:03:37.271410,137.68,-1.35,-1.22
2025-07-08 11:03:37.372844,145.5,-1.22,-1.41
2025-07-08 11:03:37.474803,153.46,-1.03,-1.57
2025-07-08 11:03:37.571205,161.35,-0.87,-1.71
2025-07-08 11:03:37.671040,169.32,-0.67,-1.82
2025-07-08 11:03:37.772030,177.23,-0.47,-1.93
2025-07-08 11:03:37.872699,-178.39,-0.39,-1.95
2025-07-08 11:03:37.972470,-177.33,-0.36,-1.98
2025-07-08 11:03:38.071061,-177.44,-0.37,-1.97
2025-07-08 11:03:38.172120,-177.45,-0.37,-1.98
2025-07-08 11:03:38.271895,-177.46,-0.37,-1.98
2025-07-08 11:03:38.371562,-177.46,-0.38,-1.98
2025-07-08 11:03:38.472162,-177.47,-0.38,-1.99
2025-07-08 11:03:38.573532,-177.47,-0.38,-1.99
2025-07-08 11:03:38.675903,-177.47,-0.38,-1.99
2025-07-08 11:03:38.771472,-177.47,-0.38,-1.99
2025-07-08 11:03:38.871512,-177.47,-0.38,-1.99
2025-07-08 11:03:38.971478,-177.5,-0.31,-1.98
2025-07-08 11:03:39.072335,-177.26,-0.25,-1.98
2025-07-08 11:03:39.180011,-177.37,-0.35,-1.96
2025-07-08 11:03:39.272367,-177.59,-0.47,-2.04
2025-07-08 11:03:39.372469,-177.66,-0.4,-2.12
2025-07-08 11:03:39.472092,-177.58,-0.38,-2.15
2025-07-08 11:03:39.572274,-177.57,-0.48,-2.11
2025-07-08 11:03:39.671756,-177.53,-0.41,-2.1
2025-07-08 11:03:39.772008,-177.51,-0.49,-2.04
2025-07-08 11:03:39.872988,-177.49,-0.61,-2.01
2025-07-08 11:03:39.973081,-177.51,-0.62,-2.02
2025-07-08 11:03:40.073562,-177.56,-0.61,-2.08
2025-07-08 11:03:40.195080,-177.53,-0.57,-2.05
2025-07-08 11:03:40.293241,-177.5,-0.59,-2.09
2025-07-08 11:03:40.397448,-177.55,-0.6,-2.06
2025-07-08 11:03:40.491373,-177.51,-0.59,-2.1
2025-07-08 11:03:40.592326,-177.63,-0.57,-2.07
2025-07-08 11:03:40.691930,-177.58,-0.54,-2.09
2025-07-08 11:03:40.791591,-177.55,-0.55,-2.06
2025-07-08 11:03:40.898422,-177.69,-0.57,-2.05
2025-07-08 11:03:40.992291,-177.65,-0.57,-2.06
2025-07-08 11:03:41.091582,-177.62,-0.56,-2.06
2025-07-08 11:03:41.213261,-177.62,-0.56,-2.07
2025-07-08 11:03:41.312538,-177.61,-0.55,-2.07
2025-07-08 11:03:41.411525,-177.62,-0.56,-2.08
2025-07-08 11:03:41.512346,-177.64,-0.57,-2.09
2025-07-08 11:03:41.612975,-177.66,-0.57,-2.09
2025-07-08 11:03:41.711445,-177.66,-0.57,-2.1
2025-07-08 11:03:41.812105,-175.15,-0.52,-2.09
2025-07-08 11:03:41.912040,-168.42,-0.32,-2.11
2025-07-08 11:03:42.011403,-161.33,-0.12,-2.19
2025-07-08 11:03:42.111243,-153.94,0.12,-2.25
2025-07-08 11:03:42.213874,-146.36,0.38,-2.24
2025-07-08 11:03:42.312627,-138.61,0.62,-2.23
2025-07-08 11:03:42.410989,-130.77,0.9,-2.1
2025-07-08 11:03:42.512289,-122.86,1.11,-2.01
2025-07-08 11:03:42.614974,-115.02,1.37,-1.8
2025-07-08 11:03:42.712505,-107.12,1.53,-1.64
2025-07-08 11:03:42.811557,-99.19,1.7,-1.39
2025-07-08 11:03:42.912613,-91.63,1.82,-1.18
2025-07-08 11:03:43.011543,-88.49,1.86,-1.13
2025-07-08 11:03:43.114901,-88.0,1.86,-1.12
2025-07-08 11:03:43.211512,-87.99,1.86,-1.13
2025-07-08 11:03:43.314705,-87.98,1.86,-1.13
2025-07-08 11:03:43.411675,-87.97,1.86,-1.13
2025-07-08 11:03:43.512592,-87.96,1.86,-1.13
2025-07-08 11:03:43.614799,-87.96,1.86,-1.13
2025-07-08 11:03:43.712448,-87.96,1.87,-1.13
2025-07-08 11:03:43.813563,-87.96,1.87,-1.13
2025-07-08 11:03:43.911814,-87.96,1.87,-1.13
2025-07-08 11:03:44.039076,-87.96,1.86,-1.13
2025-07-08 11:03:44.113298,-87.96,1.87,-1.13
2025-07-08 11:03:44.211680,-87.78,1.97,-1.07
2025-07-08 11:03:44.313090,-87.81,1.88,-0.99
2025-07-08 11:03:44.411584,-88.03,1.76,-1.02
2025-07-08 11:03:44.512137,-88.1,1.81,-1.11
2025-07-08 11:03:44.616089,-88.14,1.81,-1.17
2025-07-08 11:03:44.713000,-88.15,1.81,-1.19
2025-07-08 11:03:44.819441,-88.03,1.91,-1.21
2025-07-08 11:03:44.911589,-88.03,1.9,-1.18
2025-07-08 11:03:45.010982,-87.98,1.88,-1.14
2025-07-08 11:03:45.110952,-87.98,1.8,-1.14
2025-07-08 11:03:45.213393,-88.06,1.73,-1.17
2025-07-08 11:03:45.311525,-88.03,1.77,-1.24
2025-07-08 11:03:45.413233,-88.01,1.71,-1.26
2025-07-08 11:03:45.511153,-88.03,1.65,-1.26
2025-07-08 11:03:45.613452,-88.27,1.74,-1.27
2025-07-08 11:03:45.711221,-88.52,1.69,-1.28
2025-07-08 11:03:45.813432,-88.44,1.73,-1.24
2025-07-08 11:03:45.910923,-88.33,1.71,-1.25
2025-07-08 11:03:46.012586,-88.3,1.7,-1.26
2025-07-08 11:03:46.111683,-88.27,1.69,-1.28
2025-07-08 11:03:46.211855,-88.15,1.71,-1.28
2025-07-08 11:03:46.321031,-88.15,1.71,-1.26
2025-07-08 11:03:46.412584,-88.21,1.7,-1.24
2025-07-08 11:03:46.511605,-88.2,1.69,-1.24
2025-07-08 11:03:46.613537,-88.2,1.7,-1.25
2025-07-08 11:03:46.711601,-88.2,1.7,-1.25
2025-07-08 11:03:46.811584,-88.21,1.7,-1.26
2025-07-08 11:03:46.917263,-86.51,1.7,-1.2
2025-07-08 11:03:47.012728,-79.57,1.78,-0.92
2025-07-08 11:03:47.110312,-72.58,1.84,-0.75
2025-07-08 11:03:47.212083,-61.46,1.9,-0.34
2025-07-08 11:03:47.311169,-53.71,1.89,-0.13
2025-07-08 11:03:47.413989,-49.84,1.87,0.04
2025-07-08 11:03:47.511660,-38.05,1.8,0.37
2025-07-08 11:03:47.612846,-34.15,1.73,0.46
2025-07-08 11:03:47.711483,-26.31,1.61,0.64
2025-07-08 11:03:47.811473,-18.28,1.47,0.85
2025-07-08 11:03:47.911487,-6.37,1.19,1.1
2025-07-08 11:03:48.013193,-0.54,1.03,1.18
2025-07-08 11:03:48.113337,1.18,0.99,1.2
2025-07-08 11:03:48.211647,1.03,0.99,1.21
2025-07-08 11:03:48.315732,1.04,0.99,1.22
2025-07-08 11:03:48.411859,1.05,0.99,1.23
2025-07-08 11:03:48.512397,1.06,1.0,1.24
2025-07-08 11:03:48.611793,1.08,0.99,1.25
2025-07-08 11:03:48.712340,1.08,1.0,1.25
2025-07-08 11:03:48.813794,1.08,1.0,1.25
2025-07-08 11:03:48.913236,1.08,1.0,1.25
2025-07-08 11:03:49.011735,1.08,1.0,1.25
