Timestamp_capture,Speed,Angle,Timestamp_internal,State
2025-07-08 11:03:46.151725,"[3, -14, -8, 7]","[18115, 21412, 22985, 14458]","[57456, 57451, 57453, 57454]","[0, 0, 0, 0]"
2025-07-08 11:03:46.253619,"[11, -10, -9, 11]","[18623, 20855, 22408, 14930]","[57516, 57511, 57513, 57514]","[0, 0, 0, 0]"
2025-07-08 11:03:46.351888,"[11, -4, -6, 7]","[19132, 20483, 21974, 15262]","[57576, 57571, 57573, 57574]","[0, 0, 0, 0]"
2025-07-08 11:03:46.453169,"[3, 0, 3, 7]","[19397, 20203, 21743, 15537]","[57636, 57631, 57633, 57634]","[0, 0, 0, 0]"
2025-07-08 11:03:46.551600,"[-2, 0, -13, -6]","[19457, 20110, 21670, 15609]","[57696, 57691, 57693, 57694]","[0, 0, 0, 0]"
2025-07-08 11:03:46.654541,"[-4, 3, 1, 0]","[19389, 20191, 21741, 15523]","[57756, 57751, 57753, 57754]","[0, 0, 0, 0]"
2025-07-08 11:03:46.752125,"[-2, 4, 4, -3]","[19269, 20337, 21859, 15386]","[57816, 57811, 57813, 57814]","[0, 0, 0, 0]"
2025-07-08 11:03:46.852412,"[0, 5, -3, -5]","[19146, 20472, 21969, 15262]","[57876, 57871, 57873, 57874]","[0, 0, 0, 0]"
2025-07-08 11:03:46.951338,"[-42, -48, -56, -53]","[16833, 18344, 19878, 13099]","[57936, 57931, 57933, 57934]","[0, 0, 0, 0]"
2025-07-08 11:03:47.054732,"[-36, -44, -57, -49]","[14683, 15935, 17318, 10654]","[57996, 57991, 57993, 57994]","[0, 0, 0, 0]"
2025-07-08 11:03:47.151835,"[-46, -54, -49, -45]","[12215, 13174, 14520, 7986]","[58056, 58051, 58053, 58054]","[0, 0, 0, 0]"
2025-07-08 11:03:47.251107,"[-56, -47, -53, -48]","[9377, 10396, 11854, 5325]","[58116, 58111, 58113, 58114]","[0, 0, 0, 0]"
2025-07-08 11:03:47.352515,"[-51, -46, -54, -58]","[6494, 7640, 9216, 2466]","[58176, 58171, 58173, 58174]","[0, 0, 0, 0]"
2025-07-08 11:03:47.452663,"[-50, -50, -57, -52]","[3616, 4807, 6374, 32400]","[58236, 58231, 58233, 58234]","[0, 0, 0, 0]"
2025-07-08 11:03:47.551322,"[-40, -43, -94, -59]","[837, 2000, 3459, 29416]","[58296, 58291, 58293, 58294]","[0, 0, 0, 0]"
2025-07-08 11:03:47.653183,"[-48, -55, -50, -47]","[30850, 31836, 599, 26606]","[58356, 58351, 58353, 58354]","[0, 0, 0, 0]"
2025-07-08 11:03:47.751753,"[-48, -49, -58, -62]","[27924, 28925, 30528, 23755]","[58416, 58411, 58413, 58414]","[0, 0, 0, 0]"
2025-07-08 11:03:47.854553,"[-51, -55, -50, -50]","[25017, 26002, 27638, 20864]","[58476, 58471, 58473, 58474]","[0, 0, 0, 0]"
2025-07-08 11:03:47.951881,"[-46, -47, -55, -68]","[22110, 23153, 24730, 17903]","[58536, 58531, 58533, 58534]","[0, 0, 0, 0]"
2025-07-08 11:03:48.063092,"[-20, -21, -24, -23]","[20074, 21004, 22574, 15792]","[58596, 58591, 58593, 58594]","[0, 0, 0, 0]"
2025-07-08 11:03:48.154621,"[8, 0, -8, 0]","[19635, 20462, 21808, 14933]","[58656, 58651, 58653, 58654]","[0, 0, 0, 0]"
2025-07-08 11:03:48.251587,"[-3, 3, 1, -4]","[19668, 20580, 21868, 14936]","[58716, 58711, 58713, 58714]","[0, 0, 0, 0]"
2025-07-08 11:03:48.352912,"[-6, 1, 0, 0]","[19631, 20624, 21910, 14899]","[58776, 58771, 58773, 58774]","[0, 0, 0, 0]"
2025-07-08 11:03:48.452296,"[0, 2, 2, 7]","[19623, 20640, 21924, 14891]","[58836, 58831, 58833, 58834]","[0, 0, 0, 0]"
2025-07-08 11:03:48.552861,"[-3, 0, 0, -1]","[19637, 20627, 21910, 14903]","[58896, 58891, 58893, 58894]","[0, 0, 0, 0]"
2025-07-08 11:03:48.651578,"[0, -3, -1, -4]","[19641, 20622, 21905, 14907]","[58956, 58951, 58953, 58954]","[0, 0, 0, 0]"
2025-07-08 11:03:48.752997,"[-3, 0, 0, 3]","[19634, 20630, 21913, 14903]","[59016, 59011, 59013, 59014]","[0, 0, 0, 0]"
2025-07-08 11:03:48.851572,"[4, -2, -1, 4]","[19633, 20632, 21915, 14902]","[59076, 59071, 59073, 59074]","[0, 0, 0, 0]"
2025-07-08 11:03:48.952575,"[-1, 2, -4, -2]","[19637, 20627, 21910, 14905]","[59136, 59131, 59133, 59134]","[0, 0, 0, 0]"
2025-07-08 11:03:49.051545,"[-6, 0, -1, -1]","[19636, 20629, 21912, 14903]","[59196, 59191, 59193, 59194]","[0, 0, 0, 0]"
