Timestamp,M1_RPM,M1_Current,M1_Temp,M2_RPM,M2_Current,M2_Temp,M3_RPM,M3_Current,M3_Temp,M4_RPM,M4_Current,M4_Temp
2025-07-03 21:46:33.254881,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:33.367778,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:33.464075,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:33.560512,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:33.654165,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:33.768392,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:33.865847,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:33.968332,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.065606,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.168125,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.267703,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.362766,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.465367,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.560101,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.668782,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.768145,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
2025-07-03 21:46:34.865361,"[3, -2, -1, 3]","[28862, 17161, 21711, 27364]","[116058, 116059, 116055, 116056]","[0, 0, 0, 0]"
