time,pitch_angle,yaw_angle,pitch_ground_angle,yaw_ground_angle,tof1,tof2,tof3,tof4
0.21622610092163086,-0.3,0.0,0.0,0.0,0,0,0,0
0.41540074348449707,-0.3,1.9,0.0,1.8,307,0,0,0
0.6154296398162842,-0.3,3.9,0.0,3.7,306,0,0,0
0.8165559768676758,-0.3,5.9,0.0,5.7,308,0,0,0
1.0179271697998047,-0.3,8.0,0.0,7.7,309,0,0,0
1.2174572944641113,-0.3,10.1,0.0,9.7,310,0,0,0
1.4171955585479736,-0.3,12.2,0.0,11.7,313,0,0,0
1.617297649383545,-0.3,14.3,0.0,13.7,315,0,0,0
1.8175959587097168,-0.2,16.3,0.0,15.7,317,0,0,0
2.017836093902588,-0.2,18.1,0.0,17.7,322,0,0,0
2.2174313068389893,-0.2,20.0,0.0,19.7,326,0,0,0
2.418745279312134,-0.2,21.9,0.0,21.7,332,0,0,0
2.6162612438201904,-0.2,23.8,0.0,23.7,335,0,0,0
2.8167600631713867,-0.2,25.7,0.0,25.7,344,0,0,0
3.0175952911376953,-0.2,27.7,0.0,27.7,350,0,0,0
3.217392921447754,-0.2,29.8,0.0,29.7,354,0,0,0
3.4174020290374756,-0.2,31.9,0.0,31.7,368,0,0,0
3.617541790008545,-0.2,34.1,0.0,33.7,378,0,0,0
3.8167285919189453,-0.2,36.2,0.0,35.7,394,0,0,0
4.017086505889893,-0.2,38.3,0.0,37.7,408,0,0,0
4.21665096282959,-0.2,40.2,0.0,39.7,420,0,0,0
4.417015314102173,-0.2,42.1,0.0,41.7,431,0,0,0
4.617672681808472,-0.2,44.0,0.0,43.7,436,0,0,0
4.817195653915405,-0.2,45.8,0.0,45.7,431,0,0,0
5.017103910446167,-0.2,47.7,0.0,47.7,413,0,0,0
5.217293977737427,-0.2,49.7,0.0,49.7,392,0,0,0
5.43745756149292,-0.2,51.9,0.0,51.9,376,0,0,0
5.636814594268799,-0.2,54.0,0.0,53.9,361,0,0,0
5.837553024291992,-0.2,56.1,0.0,55.9,348,0,0,0
6.0377984046936035,-0.1,58.4,0.0,57.9,338,0,0,0
6.238796710968018,-0.1,60.4,0.0,59.9,326,0,0,0
6.438408851623535,-0.1,62.4,0.0,61.9,318,0,0,0
6.638192653656006,-0.1,64.3,0.0,63.9,310,0,0,0
6.856693983078003,-0.1,66.2,0.0,65.9,301,0,0,0
7.056613206863403,-0.1,68.0,0.0,67.9,295,0,0,0
