time,pitch_angle,yaw_angle,pitch_ground_angle,yaw_ground_angle,tof1,tof2,tof3,tof4
0.21825742721557617,-0.4,0.9,0.0,1.4,0,0,0,0
0.4181835651397705,-0.3,1.1,0.0,1.8,293,0,0,0
0.6186506748199463,-0.4,2.9,0.0,3.6,296,0,0,0
0.8180582523345947,-0.4,5.0,0.0,5.6,287,0,0,0
1.0174436569213867,-0.4,7.1,0.0,7.6,287,0,0,0
1.2183630466461182,-0.4,9.2,0.0,9.6,288,0,0,0
1.419112205505371,-0.4,11.3,0.0,11.6,290,0,0,0
1.6186890602111816,-0.4,13.6,0.0,13.8,300,0,0,0
1.8189055919647217,-0.4,15.4,0.0,15.6,294,0,0,0
2.019641160964966,-0.4,17.3,0.0,17.6,297,0,0,0
2.218625068664551,-0.4,19.2,0.0,19.6,300,0,0,0
2.4206511974334717,-0.4,21.2,0.0,21.8,305,0,0,0
2.617906332015991,-0.4,23.1,0.0,23.8,310,0,0,0
2.8186519145965576,-0.4,25.0,0.0,25.8,316,0,0,0
3.019817590713501,-0.4,26.8,0.0,27.6,324,0,0,0
3.21791672706604,-0.4,29.1,0.0,29.8,331,0,0,0
3.4175875186920166,-0.4,31.1,0.0,31.8,338,0,0,0
3.618248224258423,-0.4,33.3,0.0,33.8,349,0,0,0
3.818347215652466,-0.4,35.5,0.0,35.8,356,0,0,0
4.0183351039886475,-0.4,37.6,0.0,37.8,367,0,0,0
4.218420743942261,-0.4,39.5,0.0,39.8,383,0,0,0
4.418198347091675,-0.4,41.5,0.0,41.8,400,0,0,0
4.617687940597534,-0.4,43.3,0.0,43.8,418,0,0,0
4.8190882205963135,-0.4,45.2,0.0,45.8,431,0,0,0
5.017115354537964,-0.4,47.0,0.0,47.8,442,0,0,0
5.218624114990234,-0.4,49.0,0.0,49.8,442,0,0,0
5.419084787368774,-0.3,51.0,0.0,51.8,432,0,0,0
5.618114709854126,-0.3,53.1,0.0,53.8,415,0,0,0
5.8179030418396,-0.3,55.2,0.0,55.8,397,0,0,0
6.018277406692505,-0.3,57.4,0.0,57.8,382,0,0,0
6.217602252960205,-0.3,59.5,0.0,59.8,368,0,0,0
6.419429302215576,-0.3,61.6,0.0,61.8,356,0,0,0
6.617518186569214,-0.3,63.4,0.0,63.8,345,0,0,0
6.817836046218872,-0.3,65.3,0.0,65.8,335,0,0,0
7.017812252044678,-0.3,67.2,0.0,67.8,325,0,0,0
7.238270998001099,-0.3,69.0,0.0,69.8,317,0,0,0
7.438534259796143,-0.3,71.0,0.0,71.8,310,0,0,0
7.638892889022827,-0.3,72.9,0.0,73.8,303,0,0,0
7.839491128921509,-0.3,75.0,0.0,75.8,298,0,0,0
8.03752589225769,-0.3,77.2,0.0,78.0,292,0,0,0
8.238014459609985,-0.3,79.4,0.0,80.0,287,0,0,0
