timestamp,tof1,tof2,tof3,tof4
2025-07-23 20:08:18.725139,1902,0,0,0
2025-07-23 20:08:18.725139,1902,0,0,0
2025-07-23 20:08:18.784343,1902,0,0,0
2025-07-23 20:08:18.824947,1909,0,0,0
2025-07-23 20:08:18.886242,1906,0,0,0
2025-07-23 20:08:18.927084,1904,0,0,0
2025-07-23 20:08:18.984557,1908,0,0,0
2025-07-23 20:08:19.025133,1903,0,0,0
2025-07-23 20:08:19.085064,1905,0,0,0
2025-07-23 20:08:19.124974,1900,0,0,0
2025-07-23 20:08:19.184835,1908,0,0,0
2025-07-23 20:08:19.224989,1903,0,0,0
2025-07-23 20:08:19.285028,1903,0,0,0
2025-07-23 20:08:19.325005,1902,0,0,0
2025-07-23 20:08:19.384650,1907,0,0,0
2025-07-23 20:08:19.424918,1901,0,0,0
2025-07-23 20:08:19.484489,1902,0,0,0
2025-07-23 20:08:19.545011,1908,0,0,0
2025-07-23 20:08:19.584905,1903,0,0,0
2025-07-23 20:08:19.644549,1898,0,0,0
2025-07-23 20:08:19.687128,1904,0,0,0
2025-07-23 20:08:19.745733,1904,0,0,0
2025-07-23 20:08:19.804280,1906,0,0,0
2025-07-23 20:08:19.845683,1907,0,0,0
2025-07-23 20:08:19.905056,1899,0,0,0
2025-07-23 20:08:19.945046,1891,0,0,0
2025-07-23 20:08:20.005401,1874,0,0,0
2025-07-23 20:08:20.065096,1855,0,0,0
2025-07-23 20:08:20.105099,1842,0,0,0
2025-07-23 20:08:20.164605,1823,0,0,0
2025-07-23 20:08:20.205108,1813,0,0,0
2025-07-23 20:08:20.264622,1800,0,0,0
2025-07-23 20:08:20.304611,1788,0,0,0
2025-07-23 20:08:20.365915,1788,0,0,0
2025-07-23 20:08:20.404787,1775,0,0,0
2025-07-23 20:08:20.464656,1749,0,0,0
2025-07-23 20:08:20.525273,1735,0,0,0
2025-07-23 20:08:20.564981,1719,0,0,0
2025-07-23 20:08:20.624395,1705,0,0,0
2025-07-23 20:08:20.665666,1697,0,0,0
2025-07-23 20:08:20.725246,1685,0,0,0
2025-07-23 20:08:20.765514,1675,0,0,0
2025-07-23 20:08:20.824967,1675,0,0,0
2025-07-23 20:08:20.865973,1667,0,0,0
2025-07-23 20:08:20.924620,1652,0,0,0
2025-07-23 20:08:20.964794,1638,0,0,0
2025-07-23 20:08:21.024057,1629,0,0,0
2025-07-23 20:08:21.078467,1599,0,0,0
2025-07-23 20:08:21.124517,1599,0,0,0
2025-07-23 20:08:21.164202,1587,0,0,0
2025-07-23 20:08:21.227283,1559,0,0,0
2025-07-23 20:08:21.264884,1559,0,0,0
2025-07-23 20:08:21.325752,1549,0,0,0
2025-07-23 20:08:21.385058,1526,0,0,0
2025-07-23 20:08:21.425167,1526,0,0,0
2025-07-23 20:08:21.484784,1501,0,0,0
2025-07-23 20:08:21.524974,1487,0,0,0
2025-07-23 20:08:21.584685,1473,0,0,0
2025-07-23 20:08:21.624995,1461,0,0,0
2025-07-23 20:08:21.685681,1449,0,0,0
2025-07-23 20:08:21.725639,1439,0,0,0
2025-07-23 20:08:21.785504,1424,0,0,0
2025-07-23 20:08:21.825934,1416,0,0,0
2025-07-23 20:08:21.884982,1402,0,0,0
2025-07-23 20:08:21.927904,1390,0,0,0
2025-07-23 20:08:21.986067,1372,0,0,0
2025-07-23 20:08:22.045464,1364,0,0,0
2025-07-23 20:08:22.087414,1350,0,0,0
2025-07-23 20:08:22.145786,1335,0,0,0
2025-07-23 20:08:22.186871,1325,0,0,0
2025-07-23 20:08:22.244753,1312,0,0,0
2025-07-23 20:08:22.285377,1301,0,0,0
2025-07-23 20:08:22.345448,1290,0,0,0
2025-07-23 20:08:22.385843,1275,0,0,0
2025-07-23 20:08:22.446244,1262,0,0,0
2025-07-23 20:08:22.504058,1250,0,0,0
2025-07-23 20:08:22.545647,1250,0,0,0
2025-07-23 20:08:22.604630,1223,0,0,0
2025-07-23 20:08:22.646088,1213,0,0,0
2025-07-23 20:08:22.704972,1198,0,0,0
2025-07-23 20:08:22.745076,1187,0,0,0
2025-07-23 20:08:22.805133,1174,0,0,0
2025-07-23 20:08:22.845058,1162,0,0,0
2025-07-23 20:08:22.905122,1150,0,0,0
2025-07-23 20:08:22.945136,1138,0,0,0
2025-07-23 20:08:23.005441,1122,0,0,0
2025-07-23 20:08:23.045489,1109,0,0,0
2025-07-23 20:08:23.105142,1098,0,0,0
2025-07-23 20:08:23.164700,1085,0,0,0
2025-07-23 20:08:23.205360,1073,0,0,0
2025-07-23 20:08:23.264734,1060,0,0,0
2025-07-23 20:08:23.304323,1047,0,0,0
2025-07-23 20:08:23.364527,1035,0,0,0
2025-07-23 20:08:23.405840,1023,0,0,0
2025-07-23 20:08:23.465000,1009,0,0,0
2025-07-23 20:08:23.504854,997,0,0,0
2025-07-23 20:08:23.564598,983,0,0,0
2025-07-23 20:08:23.605207,970,0,0,0
2025-07-23 20:08:23.665381,957,0,0,0
2025-07-23 20:08:23.705149,947,0,0,0
