timestamp,tof1,tof2,tof3,tof4
2025-07-23 10:50:33.843831,336,0,0,0
2025-07-23 10:50:33.883834,337,0,0,0
2025-07-23 10:50:33.943832,338,0,0,0
2025-07-23 10:50:33.983832,339,0,0,0
2025-07-23 10:50:34.050832,327,0,0,0
2025-07-23 10:50:34.083831,337,0,0,0
2025-07-23 10:50:34.143835,339,0,0,0
2025-07-23 10:50:34.183832,338,0,0,0
2025-07-23 10:50:34.243831,341,0,0,0
2025-07-23 10:50:34.283832,338,0,0,0
2025-07-23 10:50:34.343396,338,0,0,0
2025-07-23 10:50:34.403254,339,0,0,0
2025-07-23 10:50:34.443254,338,0,0,0
2025-07-23 10:50:34.503253,337,0,0,0
2025-07-23 10:50:34.543254,338,0,0,0
2025-07-23 10:50:34.604253,338,0,0,0
2025-07-23 10:50:34.643254,337,0,0,0
2025-07-23 10:50:34.703260,339,0,0,0
2025-07-23 10:50:34.742970,337,0,0,0
2025-07-23 10:50:34.803237,338,0,0,0
2025-07-23 10:50:34.843399,339,0,0,0
2025-07-23 10:50:34.903695,338,0,0,0
2025-07-23 10:50:34.943953,337,0,0,0
2025-07-23 10:50:35.003587,336,0,0,0
2025-07-23 10:50:35.043827,339,0,0,0
2025-07-23 10:50:35.103578,336,0,0,0
2025-07-23 10:50:35.143799,338,0,0,0
2025-07-23 10:50:35.203080,338,0,0,0
2025-07-23 10:50:35.243214,340,0,0,0
2025-07-23 10:50:35.304454,339,0,0,0
2025-07-23 10:50:35.345213,339,0,0,0
2025-07-23 10:50:35.403888,339,0,0,0
2025-07-23 10:50:35.463093,339,0,0,0
2025-07-23 10:50:35.503213,339,0,0,0
2025-07-23 10:50:35.563146,337,0,0,0
2025-07-23 10:50:35.603712,337,0,0,0
2025-07-23 10:50:35.662924,339,0,0,0
2025-07-23 10:50:35.704230,340,0,0,0
2025-07-23 10:50:35.763605,338,0,0,0
2025-07-23 10:50:35.803602,338,0,0,0
2025-07-23 10:50:35.863717,340,0,0,0
2025-07-23 10:50:35.903484,338,0,0,0
2025-07-23 10:50:35.963788,339,0,0,0
2025-07-23 10:50:36.003796,339,0,0,0
2025-07-23 10:50:36.063919,339,0,0,0
2025-07-23 10:50:36.103558,338,0,0,0
2025-07-23 10:50:36.164071,337,0,0,0
2025-07-23 10:50:36.203202,338,0,0,0
2025-07-23 10:50:36.263457,339,0,0,0
2025-07-23 10:50:36.323464,338,0,0,0
2025-07-23 10:50:36.363711,337,0,0,0
